date,asset,close,alpha
2020-01-01,A00,104.4535218971883,0.9417154046806644
2020-01-01,A01,103.47877727284339,-2.1106967367366654
2020-01-01,A02,105.15283058794361,1.5047913144086922
2020-01-01,A03,109.45297643731456,-1.5172333093927166
2020-01-01,A04,102.53883478541242,-1.0858600459000138
2020-01-01,A05,104.19343431420724,0.7831024472314642
2020-01-01,A06,102.08614832688903,-0.9192044108967463
2020-01-01,A07,100.78437605026002,0.07684957663890989
2020-01-01,A08,100.57288405860308,-0.13630257404315618
2020-01-01,A09,105.6691928662515,0.16274180958797824
2020-01-01,A10,106.49426139529976,1.4424149059319331
2020-01-01,A11,108.07608731914397,-0.5967271875586772
2020-01-01,A12,107.58580057759896,0.0999374210960907
2020-01-01,A13,105.16351562682355,-0.5139775385505426
2020-01-01,A14,105.72326449817112,0.20796371578272294
2020-01-01,A15,108.40095568845135,0.34330793323530234
2020-01-01,A16,102.70757040513256,-1.2262109378631716
2020-01-01,A17,101.63157023701724,0.7960849321625095
2020-01-01,A18,101.50554713932247,1.1473092220037882
2020-01-01,A19,106.54451717251136,-0.21026652815193955
2020-01-02,A00,106.3853753525086,-1.3965781047011498
2020-01-02,A01,97.6221253204197,
2020-01-02,A02,108.65674644192902,1.4279626849549634
2020-01-02,A03,106.45701750169837,-0.2847009090719663
2020-01-02,A04,98.5453207871685,
2020-01-02,A05,105.71253616880442,0.32224480005328243
2020-01-02,A06,100.80339228803315,-0.07356636915556991
2020-01-02,A07,99.62021977468777,-0.21306583769526594
2020-01-02,A08,101.03560714218499,1.7901974725482577
2020-01-02,A09,106.29587926774511,-0.06486766392905402
2020-01-02,A10,107.99079218292734,1.012305683038221
2020-01-02,A11,107.24796438022497,-0.5409990407835222
2020-01-02,A12,106.50213580399745,-1.0075530962538388
2020-01-02,A13,106.01936038548779,1.9756541908450747
2020-01-02,A14,107.283330565427,1.299422745111208
2020-01-02,A15,108.83580457066118,-1.1271104743122682
2020-01-02,A16,98.88102306976354,0.18807091776717336
2020-01-02,A17,103.5580492273821,1.6837356287655134
2020-01-02,A18,104.43730818732793,-0.411395720928629
2020-01-02,A19,106.79422462641439,2.0314440675587555
2020-01-03,A00,104.03606452599098,-0.6797144480784211
2020-01-03,A01,100.25895073746729,-0.6787440554794051
2020-01-03,A02,111.33121316894517,0.7451947174482713
2020-01-03,A03,104.93560586497708,0.06806722654621708
2020-01-03,A04,98.68934605435653,1.1001906563242048
2020-01-03,A05,106.43520503539513,-3.1362529913302204
2020-01-03,A06,100.3367000477658,-0.9823859384039991
2020-01-03,A07,100.37597506390168,-0.24587718583817092
2020-01-03,A08,103.50124961301638,-0.8659472177956905
2020-01-03,A09,105.25125664865467,-1.6383256811259577
2020-01-03,A10,109.87068253244284,-0.5023765134931698
2020-01-03,A11,106.21129446514746,1.0108301426163466
2020-01-03,A12,103.68839342976835,-1.844803514613967
2020-01-03,A13,112.1931923657137,0.0679604707128056
2020-01-03,A14,108.67672589785795,1.8156495693396617
2020-01-03,A15,108.69432093808378,0.8478950620444898
2020-01-03,A16,101.09328173298778,-0.10097150379178524
2020-01-03,A17,105.59193589060476,-0.8853104735666163
2020-01-03,A18,102.52638823264995,-0.9454074180546869
2020-01-03,A19,111.93886930638311,0.5770310861426082
2020-01-06,A00,101.43726612926575,0.3705035674606598
2020-01-06,A01,99.06771246691788,-1.9229698194643887
2020-01-06,A02,112.64870500122763,0.1940665336360691
2020-01-06,A03,107.17040731196387,0.9032943701164964
2020-01-06,A04,101.98190342850025,0.09456641473301283
2020-01-06,A05,98.83935838499008,0.7641087205890353
2020-01-06,A06,98.61734866270983,0.32542092998018274
2020-01-06,A07,98.9977772703658,0.05695105755372003
2020-01-06,A08,101.30706712890067,-1.0474165673173164
2020-01-06,A09,101.20631071544864,1.3845722117450459
2020-01-06,A10,107.9930024004479,0.15228604116010347
2020-01-06,A11,105.48028101828484,-0.7490508949360773
2020-01-06,A12,99.16520809834316,0.20815894373190472
2020-01-06,A13,112.0262729815089,
2020-01-06,A14,113.0793604772066,0.28073716082713185
2020-01-06,A15,111.97834563269274,1.3603055751007413
2020-01-06,A16,100.770159416557,-0.1299296230916749
2020-01-06,A17,106.62123535365109,0.29278552067572977
2020-01-06,A18,101.07292699967792,-1.2362936326603178
2020-01-06,A19,113.70008471473477,-0.15876950706664647
2020-01-07,A00,101.98681196187562,-1.016348894188071
2020-01-07,A01,95.41679930993084,1.9092127046772478
2020-01-07,A02,112.63896054520626,-1.302404342007882
2020-01-07,A03,110.92086102949753,-0.48550365602893747
2020-01-07,A04,101.56359358573138,-1.91062818705987
2020-01-07,A05,100.2970558424821,-0.8502605422128561
2020-01-07,A06,99.8264900682088,-1.0053607411601588
2020-01-07,A07,99.72973184904525,-0.3771603320933377
2020-01-07,A08,100.36021102005373,0.9054240428835698
2020-01-07,A09,104.60122708847655,0.02501334789886967
2020-01-07,A10,109.15080421376722,0.7971140432528196
2020-01-07,A11,104.67385694516233,0.032068504996287224
2020-01-07,A12,99.08726981978735,-0.2079870041204429
2020-01-07,A13,112.42805873349442,-2.409367391233561
2020-01-07,A14,112.56275500739977,-1.4507415671202322
2020-01-07,A15,113.09132616554555,0.23818641886512942
2020-01-07,A16,99.94816731903316,1.1074681603336636
2020-01-07,A17,106.83072088349589,-1.11512329840686
2020-01-07,A18,99.58826567831264,0.9090709996515548
2020-01-07,A19,112.93783989774852,1.0005856725503217
2020-01-08,A00,98.32783095496472,-0.07212002278507135
2020-01-08,A01,98.7290793526753,-0.23724424122884952
2020-01-08,A02,109.62015628626759,-0.21553427244818235
2020-01-08,A03,109.65811691094106,-0.0609108679900043
2020-01-08,A04,97.87344680075387,-0.6750490121345453
2020-01-08,A05,96.87945696537808,-0.2792569708996159
2020-01-08,A06,97.06965031451094,-0.20426316133754813
2020-01-08,A07,98.8748912267304,0.816828523852271
2020-01-08,A08,100.76602039354225,0.16610417448395542
2020-01-08,A09,103.20183230102896,0.9872479359347747
2020-01-08,A10,110.64909557459579,-0.35096048339903435
2020-01-08,A11,103.78224297794183,0.24089907046676223
2020-01-08,A12,98.43899190982515,0.5105102877131119
2020-01-08,A13,105.94995497167518,1.7763273939256126
2020-01-08,A14,110.7792448538071,0.7227604428096023
2020-01-08,A15,113.62015007554749,-0.523022471652165
2020-01-08,A16,102.31826394151533,0.16238898797394796
2020-01-08,A17,104.47260915598346,1.307909335449971
2020-01-08,A18,100.2743558135806,-0.47884288202733605
2020-01-08,A19,116.33585860240295,1.9997896624748681
2020-01-09,A00,97.56496081615477,0.17919648727485687
2020-01-09,A01,98.78926000362442,-0.2826992619809676
2020-01-09,A02,108.11725308431363,-0.36878058163445493
2020-01-09,A03,109.2679412424818,0.05019749051247847
2020-01-09,A04,96.20332037492574,-0.409436670024263
2020-01-09,A05,96.51196817353384,1.0503094753808804
2020-01-09,A06,95.55435163671152,2.4391577681138052
2020-01-09,A07,100.61655889834067,0.05270134813662989
2020-01-09,A08,100.56113231989752,0.08027913624284018
2020-01-09,A09,105.22665161781246,-1.7491134254851017
2020-01-09,A10,110.06974144934503,-1.4332877788171041
2020-01-09,A11,104.76133980142836,-0.2524721591011719
2020-01-09,A12,99.80498167009806,
2020-01-09,A13,111.28400083392887,2.034259227808323
2020-01-09,A14,111.94339797927559,1.7567187908332147
2020-01-09,A15,113.42862888682183,-2.0417136115081362
2020-01-09,A16,101.99863579421218,-0.6502053822285849
2020-01-09,A17,107.88352757154102,-0.1290857287428488
2020-01-09,A18,99.12518795540785,0.17047311121055
2020-01-09,A19,121.77597493079769,2.561044351925707
2020-01-10,A00,98.76423604998165,-0.8310992152709882
2020-01-10,A01,97.81200804632785,1.4347161950913696
2020-01-10,A02,106.55335685276805,0.28149950163445353
2020-01-10,A03,110.98650546310306,1.3020485194368483
2020-01-10,A04,96.75812070649367,0.010211834894857923
2020-01-10,A05,101.06531579767366,-0.41611427307900456
2020-01-10,A06,98.94616441234899,1.348381406102056
2020-01-10,A07,100.5863144730768,0.2686766887868183
2020-01-10,A08,101.28431116156122,-0.6742894526929418
2020-01-10,A09,101.80516254357269,0.12815033762135836
2020-01-10,A10,106.79661675377238,0.5651160656671318
2020-01-10,A11,102.45920290291072,-1.355985163494981
2020-01-10,A12,99.22107995462684,0.4327320242381094
2020-01-10,A13,115.19940409811416,-0.6212976398421699
2020-01-10,A14,115.69445361986544,0.2815415027036909
2020-01-10,A15,109.18016316025127,-0.722117747858462
2020-01-10,A16,101.0601039183576,-2.3682672918779986
2020-01-10,A17,104.53556400551565,2.0004026644443598
2020-01-10,A18,100.09206586442848,-1.0709752575980296
2020-01-10,A19,128.0276184091942,-1.3617227293653542
2020-01-13,A00,96.35346901925915,-1.3090373644593587
2020-01-13,A01,101.02894640625748,0.8444732133920517
2020-01-13,A02,105.67344817802076,-0.013377379423613075
2020-01-13,A03,112.94516050098763,1.5386841504863904
2020-01-13,A04,95.0676121809259,1.886422374103253
2020-01-13,A05,102.21069118753202,0.6205152239996801
2020-01-13,A06,101.56795314887964,0.6184521617792877
2020-01-13,A07,100.0092518867666,-1.8716285643489723
2020-01-13,A08,99.91888964700281,-1.669064741876396
2020-01-13,A09,101.35328461912343,-1.0340097074772876
2020-01-13,A10,106.62286914060954,0.9860643952189958
2020-01-13,A11,98.82437567232122,2.4099383769970686
2020-01-13,A12,100.59158887774164,1.2268110846020956
2020-01-13,A13,114.92417498501263,1.128387992290473
2020-01-13,A14,117.36608087664457,-0.20092989802258773
2020-01-13,A15,106.23539262456565,-1.074369257166311
2020-01-13,A16,97.61328294811163,-1.4767354643800903
2020-01-13,A17,109.98171188049182,-1.6893994169955264
2020-01-13,A18,98.05276438013281,-0.8935406296695925
2020-01-13,A19,125.91995781027822,-1.6850954830442726
2020-01-14,A00,93.42005734495089,0.1938877412491041
2020-01-14,A01,104.18681713650304,0.11639894014023713
2020-01-14,A02,105.2468411171273,0.8162635826680258
2020-01-14,A03,115.77086125971421,-1.61759800002805
2020-01-14,A04,99.53251555649933,0.6356062866473152
2020-01-14,A05,103.83483930917146,0.9641592389821573
